,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN
2291,35945978,0,2,1.084,203.2357,0.2654981,-82.28779,0.04776935,-60.47346,2.25,-0.08660356,0.00686706,20.73,20.27403,0.786482,"[0.3232, -0.3822, 0.0, 0.0]","[0.0316, 0.3794, 0.0, 0.0]","[-1.5219, 4.0135, 0.0, 0.0]","[22.213, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1680.97815,7300.58301,-22.9433193,22.457468,1.08399999,1698.77,620.87,0.0,17943.3,0.0,0.0,0.0,1,-26.623511581531723
2292,46543485,0,2,1.222,197.2423,0.2472761,32.96958,0.0530933,131.1988,2.66,-0.3362753,-0.1367499,20.15,21.76425,0.8395805,"[-0.721, 0.0665, 0.0, 0.0]","[-0.2669, 0.0242, 0.0, 0.0]","[2.0076, -0.2261, 0.0, 0.0]","[0.0, 87.068, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1715.01294,8467.50684,-22.9682999,22.8924789,1.222,1641.38,600.186,0.0,21987.3,0.0,0.0,0.0,1,-27.78285951035683
2293,5151977,0,4,0.49,168.6553,0.6004066,-120.0719,0.03479834,43.84459,1.21,-0.07944959,-0.1005182,22.49,21.86627,1.003418,"[-0.3625, 0.3122, -0.1868, 0.1469]","[-0.5225, -0.0528, 0.2862, 0.342]","[1.7762, -1.2838, -1.9933, 4.0676]","[0.0, 14.39, 13.433, 12.708]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1245.45239,2765.02905,-22.0085793,20.6899185,0.49000001,1712.65,872.953,0.0,8364.75,0.0,0.0,0.0,1,-22.612264837960716
2294,14567178,0,2,0.736,172.1869,0.5061307,47.00172,0.05487263,7.166026,1.31,-0.06092453,-0.1757397,21.09,21.45348,0.6119258,"[-0.2813, -0.0058, 0.0, 0.0]","[-0.4237, 0.1227, 0.0, 0.0]","[1.7862, -0.7155, 0.0, 0.0]","[0.0, 25.115, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1502.91821,4529.33887,-22.2474403,21.768734,0.736000001,1729.39,599.926,0.0,9228.2,0.0,0.0,0.0,1,-24.471584992422965
2295,75825816,0,2,1.556,248.3133,0.5259867,134.6123,0.1025509,52.98899,3.5,0.01154077,0.2273172,23.37,23.23433,1.210146,"[-0.1798, -0.1249, 0.0, 0.0]","[-0.3476, 0.8613, 0.0, 0.0]","[-1.1331, 2.5552, 0.0, 0.0]","[111.073, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1747.08032,11413.9131,-23.8227997,23.0203724,1.55599999,1510.19,517.853,0.0,30581.3,0.0,0.0,0.0,1,-25.613279705850147
2296,7390572,0,2,0.562,207.0141,0.2021904,-121.4362,0.07839353,-132.5893,1.45,0.1227935,-0.3070725,21.45,21.93778,1.219131,"[0.0153, -0.1461, 0.0, 0.0]","[-0.9656, 0.2428, 0.0, 0.0]","[2.7253, -0.6381, 0.0, 0.0]","[0.0, 46.938, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1336.60071,3261.09717,-22.6001377,20.5286808,0.561999977,1742.93,890.783,0.0,10461.9,0.0,0.0,0.0,1,-24.21005279955202
2297,15994766,0,2,0.764,248.8857,0.2345651,-172.6613,0.009847859,-149.4553,2.22,0.06419426,-0.135046,22.85,21.98828,1.660773,"[0.9189, -0.2049, 0.0, 0.0]","[-0.5196, 0.7032, 0.0, 0.0]","[6.2472, -2.2115, 0.0, 0.0]","[0.0, 41.695, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1523.81018,4741.63379,-23.2348385,20.908802,0.763999999,1702.46,867.681,0.0,17651.8,0.0,0.0,0.0,1,-24.147944989604632
2298,7815647,0,2,0.574,264.85,0.03671687,-156.4086,0.08383338,48.02942,1.93,0.1892493,0.929187,19.39,20.75479,2.530485,"[0.7913, -0.0427, 0.0, 0.0]","[2.1339, -0.2552, 0.0, 0.0]","[2.0097, -0.2845, 0.0, 0.0]","[0.0, 239.323, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1350.36792,3345.50391,-23.2554207,19.9408855,0.574000001,1732.77,1007.35,0.0,14875.7,0.0,0.0,0.0,1,-27.046387057535533
2299,18941319,0,4,0.82,219.786,0.4404946,89.87349,0.08991034,81.90896,1.36,-0.3050565,0.01642963,21.61,17.72969,0.7180165,"[-0.6247, -0.6367, -0.639, 0.0771]","[0.1315, -0.0805, 0.0026, -0.0028]","[35.6552, 54.1519, -87.0054, -0.1365]","[0.0, 0.009, 0.013, 55.395]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1561.52417,5172.39209,-22.9506798,21.4377766,0.819999993,1735.41,531.185,0.0,9665.54,0.0,0.0,0.0,1,-24.1361306052931
2300,20615587,0,2,0.85,191.4256,0.4995922,109.7196,0.03756831,-36.10277,2.99,-0.09261137,0.2025452,22.09,21.39666,1.263566,"[-0.3823, 0.3566, 0.0, 0.0]","[0.7925, -0.2325, 0.0, 0.0]","[1.8938, -8.4214, 0.0, 0.0]","[0.0, 43.267, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1579.6582,5406.38037,-22.6107807,21.9037533,0.850000024,1590.41,857.987,0.0,25319.5,0.0,0.0,0.0,1,-25.77727564972639
2301,64821310,0,2,1.436,252.9298,0.2421662,56.58609,0.05226463,49.31089,5.09,-0.09223899,0.2705725,23.17,22.99537,1.610169,"[0.2968, 0.1179, 0.0, 0.0]","[-0.4422, 1.158, 0.0, 0.0]","[-1.1745, 3.0179, 0.0, 0.0]","[132.139, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1742.07227,10337.623,-23.7811184,22.726984,1.43599999,1284.43,587.601,0.0,47637.1,0.0,0.0,0.0,1,-26.655726565521732
2302,18286164,0,2,0.808,244.9063,0.450189,75.32827,0.06707913,-16.57562,3.75,0.1753382,0.4513173,23.79,22.89826,2.131965,"[-0.3043, 0.4986, 0.0, 0.0]","[-0.5348, 1.4402, 0.0, 0.0]","[-2.4851, 2.2735, 0.0, 0.0]","[133.563, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1553.86987,5079.39014,-23.2255611,21.111496,0.808000028,1471.62,880.168,0.0,33203.4,0.0,0.0,0.0,1,-24.62391281483863
2303,20985546,0,2,0.856,252.9298,0.1591724,-175.9349,0.05637207,16.18638,1.91,0.5506029,-0.1380451,20.59,21.33543,1.667216,"[1.4189, -0.2306, 0.0, 0.0]","[-0.1652, 0.0772, 0.0, 0.0]","[1.971, -0.5033, 0.0, 0.0]","[0.0, 182.732, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1583.11975,5453.42969,-23.3461189,21.1932316,0.856000006,1734.34,724.621,0.0,14686.6,0.0,0.0,0.0,1,-26.100606339565132
2304,3835472,0,2,0.438,293.0893,0.2907287,-166.9284,0.06806907,-102.6595,3.32,0.6057232,0.8445602,20.27,20.31297,3.91955,"[-0.3752, 1.8818, 0.0, 0.0]","[-0.7905, 2.414, 0.0, 0.0]","[-0.9612, 2.2552, 0.0, 0.0]","[253.332, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1169.61694,2418.58545,-23.4191799,18.9366264,0.437999994,1538.38,1149.05,0.0,28709.9,0.0,0.0,0.0,1,-27.458158392998754
2305,60754770,0,2,1.39,249.4595,0.353358,124.4736,0.03796739,-158.0176,2.4,0.08314104,0.05374813,19.69,19.16608,0.9151101,"[-0.3055, 0.5845, 0.0, 0.0]","[-0.216, -0.0031, 0.0, 0.0]","[-1.6202, 7.4525, 0.0, 0.0]","[41.285, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1738.39807,9929.90234,-23.7103806,22.6643429,1.38999999,1678.98,456.985,0.0,19409.0,0.0,0.0,0.0,1,-28.140015790159307
2306,50818630,0,2,1.274,221.8196,0.1315831,-143.7508,0.01847323,-159.7039,3.79,0.2307893,-0.1674175,22.61,22.63604,1.248115,"[0.8089, -0.2612, 0.0, 0.0]","[-0.4235, 0.2189, 0.0, 0.0]","[3.7631, -0.9763, 0.0, 0.0]","[0.0, 87.626, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1724.09619,8915.43359,-23.31534,22.7093716,1.27400005,1465.58,647.083,0.0,33626.4,0.0,0.0,0.0,1,-26.29740192391738
2307,2325816,0,2,0.364,248.8857,0.2321296,-97.88145,0.107855,150.7166,0.96,0.2861807,0.4966983,22.61,23.03594,1.862314,"[-0.2432, 0.5484, 0.0, 0.0]","[-0.3357, 1.35, 0.0, 0.0]","[-0.6755, 3.2203, 0.0, 0.0]","[75.295, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1044.91479,1944.05981,-22.9348392,18.8727093,0.363999993,1635.35,908.179,0.0,6282.36,0.0,0.0,0.0,1,-21.74461408942659
2308,1601450,0,4,0.318,225.4239,0.2311603,1.997001,0.08332231,61.7295,1.22,0.07593847,-0.02805388,19.55,17.71924,1.970375,"[1.043, -0.5638, -0.4726, 0.0217]","[0.327, 0.6458, -0.9321, -1.0192]","[5.3989, -3.9739, 14.3046, -13.966]","[0.0, 10.55, 4.9, 5.072]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",956.100647,1660.86523,-22.6406193,18.7790527,0.317999989,1714.62,1146.99,0.0,8450.33,0.0,0.0,0.0,1,-25.402368335157103
2309,90767793,0,2,1.712,239.8833,0.3013911,80.58508,0.08105498,4.342732,5.14,-0.06538379,-0.2735361,23.99,23.27498,1.331783,"[-0.3162, 0.0751, 0.0, 0.0]","[-0.8803, 0.3927, 0.0, 0.0]","[2.8407, -1.932, 0.0, 0.0]","[0.0, 123.722, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1745.69031,12839.4541,-23.8492012,23.4055328,1.71200001,1278.13,507.069,0.0,48185.0,0.0,0.0,0.0,1,-26.13655932659954
2310,33520389,0,2,1.05,271.0192,0.6104198,118.8218,0.0436946,-151.1991,2.18,-0.08012908,-0.3912118,21.93,22.47203,1.533079,"[0.1051, 0.2459, 0.0, 0.0]","[-1.2344, 0.2922, 0.0, 0.0]","[1.9246, -0.607, 0.0, 0.0]","[0.0, 182.449, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1670.0625,7018.43701,-23.6728191,21.6083832,1.04999995,1707.32,630.71,0.0,17265.1,0.0,0.0,0.0,1,-25.305845440700004
2311,61793346,0,4,1.402,269.7739,0.3959416,-96.72919,0.04838104,50.85649,2.47,-0.0007966585,0.04978139,20.91,20.02728,1.322702,"[-0.1999, 0.4726, -0.5403, 0.1503]","[-0.5811, -0.1958, 0.0066, 0.6944]","[3.9892, -2.037, -2.2547, 2.8285]","[26.078, 44.873, 40.172, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1739.41833,10035.7539,-23.9247398,22.4850121,1.40199995,1669.21,465.151,0.0,20098.8,0.0,0.0,0.0,1,-27.007850593088584
2312,41206635,0,2,1.154,221.3095,0.3277634,-82.71908,0.05656734,-68.20574,3.28,-0.05133495,-0.1730734,23.13,22.49067,1.233007,"[0.0054, 0.3412, 0.0, 0.0]","[-0.8893, 0.2971, 0.0, 0.0]","[2.3617, -1.8019, 0.0, 0.0]","[0.0, 61.32, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1700.16309,7888.27441,-23.2192993,22.4196091,1.15400004,1544.71,689.067,0.0,28296.6,0.0,0.0,0.0,1,-25.2826713183377
2313,50777564,0,4,1.274,191.4256,0.6522995,-48.53204,0.03368483,-161.09,1.88,-0.0117194,0.03158319,23.25,23.1199,0.5421142,"[-0.1187, 0.1962, 0.1759, -0.1921]","[-0.1426, -0.1452, 0.1198, 0.2331]","[-0.8751, 2.7975, -1.1273, 2.0679]","[14.819, 8.262, 12.311, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1724.09619,8915.43359,-22.9287796,23.095932,1.27400005,1736.63,375.315,0.0,14404.3,0.0,0.0,0.0,1,-23.816460839470903
2314,19826179,0,2,0.836,207.4914,0.2688822,152.3357,0.02928225,23.83632,3.92,0.144274,-0.1423086,24.17,22.95889,1.46958,"[0.8137, -0.2251, 0.0, 0.0]","[-0.5337, 0.5058, 0.0, 0.0]","[3.051, -3.0981, 0.0, 0.0]","[0.0, 42.736, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1571.37488,5296.94092,-22.8116817,21.6444435,0.836000025,1445.91,859.522,0.0,35000.3,0.0,0.0,0.0,1,-24.38635885929226
2315,23958750,0,2,0.906,204.1738,0.2636744,-161.5668,0.04546519,19.10763,2.43,0.1356974,0.2544354,22.27,22.48798,1.134367,"[-0.0697, 0.6141, 0.0, 0.0]","[-0.2643, 0.6408, 0.0, 0.0]","[-0.8181, 2.3279, 0.0, 0.0]","[62.246, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1610.02234,5848.94727,-22.8218994,21.9194889,0.906000018,1674.88,780.213,0.0,19704.8,0.0,0.0,0.0,1,-25.10886017408495
2316,7051327,0,4,0.552,209.4112,0.4542426,40.87759,0.06739859,41.12884,2.94,-0.08071756,0.2470659,23.59,22.65492,1.695941,"[0.266, 0.4751, -0.8501, -0.9467]","[-0.4113, 1.0541, 0.3949, 0.1296]","[-0.6537, 2.3661, -7.9598, 8.7459]","[42.622, 0.0, 14.993, 14.862]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1324.84302,3191.15503,-22.622839,20.4489002,0.551999986,1598.27,1076.4,0.0,24810.9,0.0,0.0,0.0,1,-23.93521257760378
2317,149423,0,4,0.138,277.332,0.3837877,85.54968,0.04892368,1.062005,1.23,0.1696821,-0.1393522,23.43,21.78199,3.416339,"[0.5662, -1.5474, 1.8611, 1.5973]","[-2.011, 0.4311, 0.6624, 1.1283]","[4.5625, -2.4118, -18.698, 20.0087]","[0.0, 19.007, 7.329, 7.282]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",502.80249,651.151367,-23.049221,16.1571884,0.137999997,1716.5,1459.91,0.0,8535.98,0.0,0.0,0.0,1,-21.364266941277585
2318,7804237,0,2,0.574,214.783,0.1728212,175.0899,0.06688724,138.1453,3.91,-0.1731807,0.01072863,22.53,21.21823,1.835309,"[-1.1443, 0.691, 0.0, 0.0]","[0.3407, 0.3464, 0.0, 0.0]","[3.3474, -4.348, 0.0, 0.0]","[0.0, 30.593, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1350.36792,3345.50391,-22.70578,20.4905262,0.574000001,1447.41,1014.52,0.0,34894.3,0.0,0.0,0.0,1,-25.75777245374416
2319,10215412,0,2,0.638,190.1078,0.4412163,169.0901,0.03306893,175.592,2.7,0.4299835,0.202476,21.65,22.71521,1.345676,"[1.1573, -0.1344, 0.0, 0.0]","[0.2604, -0.1169, 0.0, 0.0]","[1.7573, -0.3749, 0.0, 0.0]","[0.0, 68.814, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1417.67444,3803.68286,-22.4336605,21.1053619,0.638000011,1635.38,1007.77,0.0,22388.4,0.0,0.0,0.0,1,-25.73811529890406
2320,32097391,0,4,1.03,216.2719,0.6206545,54.58808,0.01567171,92.39869,4.79,-0.4362719,0.291371,23.93,22.25755,1.300046,"[-1.1551, -0.9629, -0.5905, 0.1032]","[0.1942, 0.6646, 1.0283, -0.0712]","[4.9129, -6.5743, 4.6664, -0.1026]","[0.147, 1.542, 0.0, 114.174]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1663.07727,6853.375,-23.0658989,22.1436253,1.02999997,1323.17,740.091,0.0,44358.1,0.0,0.0,0.0,1,-25.334864648234635
2321,19835915,0,2,0.836,212.8139,0.3912288,-139.2966,0.04932201,-53.37964,2.85,-0.3324604,0.003220731,21.69,21.70047,1.375618,"[-1.0203, 0.3543, 0.0, 0.0]","[-0.1601, -0.1072, 0.0, 0.0]","[2.6048, -0.9904, 0.0, 0.0]","[0.0, 70.902, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1571.37488,5296.94092,-22.8781204,21.5780048,0.836000025,1612.33,862.972,0.0,23898.8,0.0,0.0,0.0,1,-26.03788049910009
2322,16811312,0,2,0.78,263.6331,0.1873145,-14.68675,0.0684615,36.53802,1.24,-0.2927843,-0.3475593,21.41,22.78207,1.241816,"[-0.8131, 0.0779, 0.0, 0.0]","[-0.7569, 0.1081, 0.0, 0.0]","[2.0962, -0.2826, 0.0, 0.0]","[0.0, 145.771, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1535.1261,4863.89355,-23.3978386,20.8170834,0.779999971,1718.33,498.451,0.0,8621.89,0.0,0.0,0.0,1,-24.04801235963565
2323,27124904,0,2,0.956,229.0868,0.2666435,-169.4211,0.05706618,-97.20197,2.83,0.5799901,-0.05883924,21.29,22.42921,1.467521,"[1.2876, -0.1784, 0.0, 0.0]","[-0.0341, 0.0327, 0.0, 0.0]","[2.1482, -0.3502, 0.0, 0.0]","[0.0, 155.363, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1633.57446,6249.95117,-23.1613998,21.773983,0.95599997,1615.41,781.14,0.0,23696.3,0.0,0.0,0.0,1,-26.539402667344106
2324,68063505,0,2,1.472,325.0873,0.3203095,-12.01702,0.066758,124.1911,2.16,-0.3494033,-0.1312992,21.65,22.18312,1.210697,"[-0.981, 0.2079, 0.0, 0.0]","[-0.0935, 0.1352, 0.0, 0.0]","[2.313, -0.612, 0.0, 0.0]","[0.0, 275.391, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1744.19861,10658.4219,-24.4664803,22.1439838,1.472,1709.61,345.166,0.0,17071.5,0.0,0.0,0.0,1,-25.98335841198911
2325,125434222,0,4,2.056,178.2379,0.3063463,60.75901,0.02514716,156.8499,5.26,-0.01230778,-0.02697968,25.03,23.15645,0.6444127,"[-0.1697, 0.1838, 0.2956, -0.1641]","[-0.3082, 0.2306, -0.0131, 0.2379]","[4.2541, 11.9067, -7.2736, -5.6159]","[0.0, 8.249, 8.889, 9.601]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1721.02979,16072.9307,-23.3280411,24.7584343,2.05599999,1263.31,423.136,0.0,49506.1,0.0,0.0,0.0,1,-25.499293563770845
2326,16796431,0,2,0.78,199.5262,0.4109666,-129.1402,0.04841378,-52.57209,1.45,-0.09077172,-0.03957946,24.19,23.27296,0.7720652,"[-0.4037, 0.3151, 0.0, 0.0]","[-0.33, -0.0482, 0.0, 0.0]","[3.0176, -2.3271, 0.0, 0.0]","[0.0, 19.006, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1535.1261,4863.89355,-22.6669979,21.547924,0.779999971,1742.93,627.619,0.0,10461.9,0.0,0.0,0.0,1,-21.688052793552018
2327,54486227,0,2,1.318,188.7991,0.1473185,106.3173,0.02398464,79.33625,2.41,-0.04612048,0.210708,20.49,21.0113,0.6584677,"[0.0233, -0.1027, 0.0, 0.0]","[-0.1072, 0.5391, 0.0, 0.0]","[-0.6187, 2.0984, 0.0, 0.0]","[52.281, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1730.41931,9297.75586,-22.925539,23.2343521,1.31799996,1677.6,501.323,0.0,19507.3,0.0,0.0,0.0,1,-27.278985774874524
2328,13506990,0,4,0.714,167.1091,0.5610475,36.88767,0.09470311,89.55065,3.55,-0.01168515,0.07046325,23.95,23.11936,1.138286,"[-0.4519, 0.2347, -0.3972, 0.3]","[-0.2763, -0.3089, 0.2922, 0.5783]","[3.4612, -0.9552, -2.1491, 2.3185]","[6.018, 14.085, 8.341, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1485.48267,4364.04492,-22.15242,21.7610264,0.713999987,1502.39,942.804,0.0,31103.2,0.0,0.0,0.0,1,-24.228025351884828
2329,2693254,0,2,0.384,314.7748,0.2566857,141.9913,0.02011641,-22.1436,1.42,-0.06174349,0.3380114,21.83,20.91773,3.401707,"[-0.3789, -1.2825, 0.0, 0.0]","[-1.4093, 1.8702, 0.0, 0.0]","[-2.3169, 3.5885, 0.0, 0.0]","[92.552, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1080.71814,2070.06836,-23.5659199,18.3980045,0.384000003,1740.9,1122.84,0.0,10195.4,0.0,0.0,0.0,1,-23.59602134944375
2330,87463451,0,2,1.678,289.068,0.4770851,158.5358,0.04404229,9.830189,2.38,0.3189272,-0.06187844,23.17,23.24146,0.9834751,"[0.8125, -0.1558, 0.0, 0.0]","[-0.164, 0.0081, 0.0, 0.0]","[1.6218, -0.9363, 0.0, 0.0]","[0.0, 232.675, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1746.65979,12526.4912,-24.3129387,22.854208,1.67799997,1681.73,297.838,0.0,19212.8,0.0,0.0,0.0,1,-24.925953279455694
2331,8965178,0,2,0.606,194.9845,0.3274252,-6.841768,0.08063802,128.1155,2.7,0.3167684,-0.1896232,23.47,22.82766,1.54803,"[1.0044, -0.2835, 0.0, 0.0]","[-0.6006, 0.2583, 0.0, 0.0]","[1.9806, -1.8069, 0.0, 0.0]","[0.0, 55.332, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1385.28674,3572.9812,-22.4761009,20.8950539,0.606000006,1635.38,1034.09,0.0,22388.4,0.0,0.0,0.0,1,-23.88611529390406
2332,4473803,0,2,0.464,254.0973,0.6729401,0.1601171,0.06792433,101.5879,2.68,-0.5777315,0.5304497,20.73,21.66646,2.663333,"[0.1709, -1.9807, 0.0, 0.0]","[-0.5031, 1.0666, 0.0, 0.0]","[-0.4221, 1.7652, 0.0, 0.0]","[165.989, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1208.66199,2590.52026,-23.0641975,19.4667377,0.463999987,1638.41,1157.58,0.0,22188.0,0.0,0.0,0.0,1,-26.464590773033986
2333,27910304,0,4,0.968,224.9055,0.226899,137.0384,0.01429705,-167.5911,2.5,-0.03342124,0.01683573,22.83,20.96042,1.37476,"[-0.5995, -0.2018, 0.4652, 0.5185]","[0.4119, -0.6032, -0.4578, 0.3519]","[5.2856, -7.2932, 10.4289, -5.5954]","[0.0, 12.089, 9.995, 13.935]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1638.82141,6347.19434,-23.1220798,21.8588295,0.967999995,1664.95,743.463,0.0,20395.6,0.0,0.0,0.0,1,-24.685682424818957
2334,10645834,0,2,0.648,301.9952,0.2329254,-66.00812,0.02600486,171.7207,1.17,0.2616203,-0.3056853,23.93,23.0365,2.022122,"[0.906, -0.4432, 0.0, 0.0]","[-1.0883, 0.4179, 0.0, 0.0]","[2.5859, -2.2772, 0.0, 0.0]","[0.0, 143.76, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1427.31519,3876.45093,-23.655201,19.9349709,0.648000002,1704.0,620.029,0.0,8023.97,0.0,0.0,0.0,1,-21.239946483381093
2335,2114478,0,4,0.352,183.6538,0.2902071,31.44424,0.06336713,-6.910143,1.82,-0.05405674,0.01531509,22.69,21.33605,1.518687,"[0.3204, -0.8168, 0.6194, -0.0501]","[-0.5223, -0.1339, 0.3598, 0.6597]","[-2.516, 3.48, 5.6725, -4.3252]","[7.015, 0.0, 3.781, 4.853]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1022.63202,1869.27319,-22.1285591,19.5818043,0.351999998,1740.61,1250.32,0.0,13842.0,0.0,0.0,0.0,1,-23.367994222523684
2336,53143761,0,2,1.302,226.4644,0.2784164,170.1236,0.06778455,-45.53886,3.51,0.1870791,-0.2177896,22.13,21.80143,1.323605,"[0.7553, -0.1471, 0.0, 0.0]","[-0.6433, 0.325, 0.0, 0.0]","[2.1842, -1.3534, 0.0, 0.0]","[0.0, 105.048, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1728.31055,9158.6709,-23.3906994,22.7204628,1.30200005,1508.65,626.48,0.0,30686.1,0.0,0.0,0.0,1,-26.606708529939013
2337,18624532,0,4,0.814,238.7811,0.1505224,142.1608,0.06647773,-27.73344,1.34,0.0405725,0.08560136,24.15,22.1026,0.9119925,"[-0.1858, -0.1757, 0.4717, 0.4856]","[-0.3286, 0.5582, 0.3034, 0.2834]","[-1.7694, 6.5911, -160.2167, 157.5933]","[24.193, 0.0, 2.157, 2.157]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1557.72119,5125.83105,-23.16362,21.1991997,0.81400001,1733.2,525.632,0.0,9490.31,0.0,0.0,0.0,1,-21.550402004217872
2338,175433,0,2,0.146,246.6039,0.1868584,172.9887,0.104943,142.3513,1.03,-1.016112,0.6738844,21.47,22.75392,3.300198,"[-2.5369, 0.2292, 0.0, 0.0]","[1.6239, -0.1761, 0.0, 0.0]","[1.7077, -0.3065, 0.0, 0.0]","[0.0, 80.732, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",527.208801,692.391785,-22.7471809,16.6005783,0.145999998,1663.08,1365.45,0.0,6853.39,0.0,0.0,0.0,1,-22.855527230725244
2339,15083575,0,2,0.746,223.3572,0.4929569,-81.59959,0.08100327,136.5994,2.79,-0.2294478,-0.2756466,20.43,21.02574,1.464135,"[-0.1932, 0.3486, 0.0, 0.0]","[-1.1622, 0.198, 0.0, 0.0]","[2.2668, -0.5777, 0.0, 0.0]","[0.0, 79.505, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1510.5293,4604.87305,-22.9374599,21.1246281,0.745999992,1621.63,925.755,0.0,23293.3,0.0,0.0,0.0,1,-27.152155092523472
